TYPE,IDENTIFIER,GRAMMAR_PATTERN,WORD,POSITION,NORMALIZED_POSITION,CONTEXT,CORRECT_TAG,SYSTEM,IDENTIFIER_CODE
linear_model,for_avg,P N,avg,1,2,3,N,cloned_repositories/meta.git/src/parser/sr_parser.cpp,74
linear_model,for_avg,P N,for,0,0,3,P,cloned_repositories/meta.git/src/parser/sr_parser.cpp,74
int,short_too,NM VM,short,0,0,5,NM,cloned_repositories/mgba.git/include/mgba-util/platform/windows/getopt.h,75
int,short_too,NM VM,too,1,2,5,VM,cloned_repositories/mgba.git/include/mgba-util/platform/windows/getopt.h,75
void,outhow,VM VM,out,0,0,5,VM,cloned_repositories/mgba.git/src/third-party/zlib/contrib/blast/blast.h,76
void,outhow,VM VM,how,1,2,5,VM,cloned_repositories/mgba.git/src/third-party/zlib/contrib/blast/blast.h,76
gboolean,disable_and_propagate_notifications_cb,V CJ V NM N,and,1,1,4,CJ,cloned_repositories/naemon-core.git/src/naemon/commands.c,77
gboolean,disable_and_propagate_notifications_cb,V CJ V NM N,cb,4,2,4,N,cloned_repositories/naemon-core.git/src/naemon/commands.c,77
gboolean,disable_and_propagate_notifications_cb,V CJ V NM N,notifications,3,1,4,NM,cloned_repositories/naemon-core.git/src/naemon/commands.c,77
gboolean,disable_and_propagate_notifications_cb,V CJ V NM N,disable,0,0,4,V,cloned_repositories/naemon-core.git/src/naemon/commands.c,77
gboolean,disable_and_propagate_notifications_cb,V CJ V NM N,propagate,2,1,4,V,cloned_repositories/naemon-core.git/src/naemon/commands.c,77
void,check_for_host_flapping,V P N V,host,2,1,4,N,cloned_repositories/naemon-core.git/src/naemon/flapping.c,78
void,check_for_host_flapping,V P N V,for,1,1,4,P,cloned_repositories/naemon-core.git/src/naemon/flapping.c,78
void,check_for_host_flapping,V P N V,check,0,0,4,V,cloned_repositories/naemon-core.git/src/naemon/flapping.c,78
void,check_for_host_flapping,V P N V,flapping,3,2,4,V,cloned_repositories/naemon-core.git/src/naemon/flapping.c,78
int*,is_valid_escalation_for_service_notification,V NM N P NM N,escalation,2,1,4,N,cloned_repositories/naemon-core.git/src/naemon/notifications.c,79
int*,is_valid_escalation_for_service_notification,V NM N P NM N,notification,5,2,4,N,cloned_repositories/naemon-core.git/src/naemon/notifications.c,79
int*,is_valid_escalation_for_service_notification,V NM N P NM N,valid,1,1,4,NM,cloned_repositories/naemon-core.git/src/naemon/notifications.c,79
int*,is_valid_escalation_for_service_notification,V NM N P NM N,service,4,1,4,NM,cloned_repositories/naemon-core.git/src/naemon/notifications.c,79
int*,is_valid_escalation_for_service_notification,V NM N P NM N,for,3,1,4,P,cloned_repositories/naemon-core.git/src/naemon/notifications.c,79
int*,is_valid_escalation_for_service_notification,V NM N P NM N,is,0,0,4,V,cloned_repositories/naemon-core.git/src/naemon/notifications.c,79
objectlist*,xodtemplate_expand_hostgroups_and_hosts,PRE V NM NPL CJ NPL,and,4,1,4,CJ,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,80
objectlist*,xodtemplate_expand_hostgroups_and_hosts,PRE V NM NPL CJ NPL,host,2,1,4,NM,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,80
objectlist*,xodtemplate_expand_hostgroups_and_hosts,PRE V NM NPL CJ NPL,groups,3,1,4,NPL,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,80
objectlist*,xodtemplate_expand_hostgroups_and_hosts,PRE V NM NPL CJ NPL,hosts,5,2,4,NPL,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,80
objectlist*,xodtemplate_expand_hostgroups_and_hosts,PRE V NM NPL CJ NPL,xodtemplate,0,0,4,PRE,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,80
objectlist*,xodtemplate_expand_hostgroups_and_hosts,PRE V NM NPL CJ NPL,expand,1,1,4,V,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,80
int*,xodtemplate_register_and_destroy_hostdependency,PRE V CJ V NM NP,and,2,1,4,CJ,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,81
int*,xodtemplate_register_and_destroy_hostdependency,PRE V CJ V NM NP,host,4,1,4,NM,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,81
int*,xodtemplate_register_and_destroy_hostdependency,PRE V CJ V NM N,dependency,5,2,4,N,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,81
int*,xodtemplate_register_and_destroy_hostdependency,PRE V CJ V NM NP,xodtemplate,0,0,4,PRE,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,81
int*,xodtemplate_register_and_destroy_hostdependency,PRE V CJ V NM NP,register,1,1,4,V,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,81
int*,xodtemplate_register_and_destroy_hostdependency,PRE V CJ V NM NP,destroy,3,1,4,V,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,81
int*,xodtemplate_register_and_destroy_serviceescalation,PRE V CJ V NM N,and,2,1,4,CJ,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,82
int*,xodtemplate_register_and_destroy_serviceescalation,PRE V CJ V NM N,escalation,5,2,4,N,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,82
int*,xodtemplate_register_and_destroy_serviceescalation,PRE V CJ V NM N,service,4,1,4,NM,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,82
int*,xodtemplate_register_and_destroy_serviceescalation,PRE V CJ V NM N,xodtemplate,0,0,4,PRE,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,82
int*,xodtemplate_register_and_destroy_serviceescalation,PRE V CJ V NM N,register,1,1,4,V,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,82
int*,xodtemplate_register_and_destroy_serviceescalation,PRE V CJ V NM N,destroy,3,1,4,V,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,82
boolean,afterEquals,P NPL,Equals,1,2,3,NPL,cloned_repositories/Openfire.git/xmppserver/src/main/java/org/jivesoftware/database/ProfiledConnection.java,83
boolean,afterEquals,P NPL,after,0,0,3,P,cloned_repositories/Openfire.git/xmppserver/src/main/java/org/jivesoftware/database/ProfiledConnection.java,83
Instant,now,VM,now,0,0,3,VM,cloned_repositories/Openfire.git/xmppserver/src/main/java/org/jivesoftware/openfire/archive/Archiver.java,84
String,providedPassword,V N,Password,1,2,5,N,cloned_repositories/Openfire.git/xmppserver/src/main/java/org/jivesoftware/openfire/muc/MUCRoom.java,85
String,providedPassword,V N,provided,0,0,5,V,cloned_repositories/Openfire.git/xmppserver/src/main/java/org/jivesoftware/openfire/muc/MUCRoom.java,85
Occupant,that,DT,that,0,0,3,DT,cloned_repositories/Openfire.git/xmppserver/src/main/java/org/jivesoftware/openfire/muc/spi/OccupantManager.java,86
boolean,onlyLocal,VM N,Local,1,2,5,N,cloned_repositories/Openfire.git/xmppserver/src/main/java/org/jivesoftware/openfire/RoutingTable.java,87
boolean,onlyLocal,VM N,only,0,0,5,VM,cloned_repositories/Openfire.git/xmppserver/src/main/java/org/jivesoftware/openfire/RoutingTable.java,87
int,soTimeout,NM NM N,Timeout,2,2,3,N,cloned_repositories/Openfire.git/xmppserver/src/main/java/org/jivesoftware/openfire/session/LocalOutgoingServerSession.java,88
int,soTimeout,NM NM N,s,0,0,3,NM,cloned_repositories/Openfire.git/xmppserver/src/main/java/org/jivesoftware/openfire/session/LocalOutgoingServerSession.java,88
int,soTimeout,NM NM N,o,1,1,3,NM,cloned_repositories/Openfire.git/xmppserver/src/main/java/org/jivesoftware/openfire/session/LocalOutgoingServerSession.java,88
PMIB_IF_TABLE2,ifTable,NM N,Table,1,2,5,N,cloned_repositories/ovs.git/datapath-windows/ovsext/IpHelper.c,89
PMIB_IF_TABLE2,ifTable,NM N,if,0,0,5,NM,cloned_repositories/ovs.git/datapath-windows/ovsext/IpHelper.c,89
int,dp_ifindex,NM NM N,index,2,2,1,N,cloned_repositories/ovs.git/include/linux/openvswitch.h,90
int,dp_ifindex,NM NM N,dp,0,0,1,NM,cloned_repositories/ovs.git/include/linux/openvswitch.h,90
int,dp_ifindex,NM NM N,if,1,1,1,NM,cloned_repositories/ovs.git/include/linux/openvswitch.h,90
atomic_bool,wait_for_reload,V P N,reload,2,2,1,N,cloned_repositories/ovs.git/lib/dpif-netdev-private-thread.h,91
atomic_bool,wait_for_reload,V P N,for,1,1,1,P,cloned_repositories/ovs.git/lib/dpif-netdev-private-thread.h,91
atomic_bool,wait_for_reload,V P N,wait,0,0,1,V,cloned_repositories/ovs.git/lib/dpif-netdev-private-thread.h,91
int,dpif_create_and_open,PRE CJ V CJ V,if,1,1,4,CJ,cloned_repositories/ovs.git/lib/dpif.c,92
int,dpif_create_and_open,PRE CJ V CJ V,and,3,1,4,CJ,cloned_repositories/ovs.git/lib/dpif.c,92
int,dpif_create_and_open,PRE CJ V CJ V,dp,0,0,4,PRE,cloned_repositories/ovs.git/lib/dpif.c,92
int,dpif_create_and_open,PRE CJ V CJ V,create,2,1,4,V,cloned_repositories/ovs.git/lib/dpif.c,92
int,dpif_create_and_open,PRE CJ V CJ V,open,4,2,4,V,cloned_repositories/ovs.git/lib/dpif.c,92
void,if_notifier_wait,NM N V,notifier,1,1,4,N,cloned_repositories/ovs.git/lib/if-notifier-bsd.c,93
void,if_notifier_wait,NM N V,if,0,0,4,NM,cloned_repositories/ovs.git/lib/if-notifier-bsd.c,93
void,if_notifier_wait,NM N V,wait,2,2,4,V,cloned_repositories/ovs.git/lib/if-notifier-bsd.c,93
int,h_ifindex,PRE NM N,index,2,2,1,N,cloned_repositories/ovs.git/lib/lldp/lldpd-structs.h,94
int,h_ifindex,PRE NM N,if,1,1,1,NM,cloned_repositories/ovs.git/lib/lldp/lldpd-structs.h,94
int,h_ifindex,PRE NM N,h,0,0,1,PRE,cloned_repositories/ovs.git/lib/lldp/lldpd-structs.h,94
ovsthread_once,once,VM,once,0,0,3,VM,cloned_repositories/ovs.git/lib/netdev-dpdk.c,95
int,ifindex,NM N,index,1,2,1,N,cloned_repositories/ovs.git/lib/netdev-offload.c,96
int,ifindex,NM N,if,0,0,1,NM,cloned_repositories/ovs.git/lib/netdev-offload.c,96
ovs_be16,src_as,N P,src,0,0,1,N,cloned_repositories/ovs.git/lib/netflow.h,97
ovs_be16,src_as,N P,as,1,2,1,P,cloned_repositories/ovs.git/lib/netflow.h,97
ofperr*,ofpacts_decode_for_action_set,PRE V CJ NM N,for,2,1,4,CJ,cloned_repositories/ovs.git/lib/ofp-actions.c,98
ofperr*,ofpacts_decode_for_action_set,PRE V CJ NM N,set,4,2,4,N,cloned_repositories/ovs.git/lib/ofp-actions.c,98
ofperr*,ofpacts_decode_for_action_set,PRE V CJ NM N,action,3,1,4,NM,cloned_repositories/ovs.git/lib/ofp-actions.c,98
ofperr*,ofpacts_decode_for_action_set,PRE V CJ NM N,ofpacts,0,0,4,PRE,cloned_repositories/ovs.git/lib/ofp-actions.c,98
ofperr*,ofpacts_decode_for_action_set,PRE V CJ NM N,decode,1,1,4,V,cloned_repositories/ovs.git/lib/ofp-actions.c,98
char,if_name,NM N,name,1,2,1,N,cloned_repositories/ovs.git/lib/rtbsd.h,99
char,if_name,NM N,if,0,0,1,NM,cloned_repositories/ovs.git/lib/rtbsd.h,99
ifinfomsg,ifinfo,NM N,info,1,2,3,N,cloned_repositories/ovs.git/lib/rtnetlink.c,100
ifinfomsg,ifinfo,NM N,if,0,0,3,NM,cloned_repositories/ovs.git/lib/rtnetlink.c,100
int,if_index,NM N,index,1,2,1,N,cloned_repositories/ovs.git/lib/rtnetlink.h,101
int,if_index,NM N,if,0,0,1,NM,cloned_repositories/ovs.git/lib/rtnetlink.h,101
bool,sset_find_and_delete,NM N V CJ V,and,3,1,4,CJ,cloned_repositories/ovs.git/lib/sset.c,102
bool,sset_find_and_delete,NM N V CJ V,set,1,1,4,N,cloned_repositories/ovs.git/lib/sset.c,102
bool,sset_find_and_delete,NM N V CJ V,s,0,0,4,NM,cloned_repositories/ovs.git/lib/sset.c,102
bool,sset_find_and_delete,NM N V CJ V,find,2,1,4,V,cloned_repositories/ovs.git/lib/sset.c,102
bool,sset_find_and_delete,NM N V CJ V,delete,4,2,4,V,cloned_repositories/ovs.git/lib/sset.c,102
svec,b_only,N VM,b,0,0,5,N,cloned_repositories/ovs.git/lib/svec.h,103
svec,b_only,N VM,only,1,2,5,VM,cloned_repositories/ovs.git/lib/svec.h,103
int,tun_metadata_from_geneve_udpif,PRE PRE P NM N,udpif,4,2,4,N,cloned_repositories/ovs.git/lib/tun-metadata.c,104
int,tun_metadata_from_geneve_udpif,PRE PRE P NM N,geneve,3,1,4,NM,cloned_repositories/ovs.git/lib/tun-metadata.c,104
int,tun_metadata_from_geneve_udpif,PRE PRE P NM N,from,2,1,4,P,cloned_repositories/ovs.git/lib/tun-metadata.c,104
int,tun_metadata_from_geneve_udpif,PRE PRE P NM N,tun,0,0,4,PRE,cloned_repositories/ovs.git/lib/tun-metadata.c,104
int,tun_metadata_from_geneve_udpif,PRE PRE P NM N,metadata,1,1,4,PRE,cloned_repositories/ovs.git/lib/tun-metadata.c,104
udpif,udpif,N,udpif,0,0,1,N,cloned_repositories/ovs.git/ofproto/ofproto-dpif-upcall.c,105
ovs_list,change_set_for_tables,NM N P NPL,set,1,1,1,N,cloned_repositories/ovs.git/ovsdb/monitor.c,106
ovs_list,change_set_for_tables,NM N P NPL,change,0,0,1,NM,cloned_repositories/ovs.git/ovsdb/monitor.c,106
ovs_list,change_set_for_tables,NM N P NPL,tables,3,2,1,NPL,cloned_repositories/ovs.git/ovsdb/monitor.c,106
ovs_list,change_set_for_tables,NM N P NPL,for,2,1,1,P,cloned_repositories/ovs.git/ovsdb/monitor.c,106
DCArrayParameter*,as_array_parameter,P NM N,parameter,2,2,4,N,cloned_repositories/panda3d.git/direct/src/dcparser/dcArrayParameter.cxx,107
DCArrayParameter*,as_array_parameter,P NM N,array,1,1,4,NM,cloned_repositories/panda3d.git/direct/src/dcparser/dcArrayParameter.cxx,107
DCArrayParameter*,as_array_parameter,P NM N,as,0,0,4,P,cloned_repositories/panda3d.git/direct/src/dcparser/dcArrayParameter.cxx,107
DCField*,as_field,P N,field,1,2,4,N,cloned_repositories/panda3d.git/direct/src/dcparser/dcField.cxx,108
DCField*,as_field,P N,as,0,0,4,P,cloned_repositories/panda3d.git/direct/src/dcparser/dcField.cxx,108
DCMolecularField*,as_molecular_field,P NM N,field,2,2,4,N,cloned_repositories/panda3d.git/direct/src/dcparser/dcField.cxx,109
DCMolecularField*,as_molecular_field,P NM N,molecular,1,1,4,NM,cloned_repositories/panda3d.git/direct/src/dcparser/dcField.cxx,109
DCMolecularField*,as_molecular_field,P NM N,as,0,0,4,P,cloned_repositories/panda3d.git/direct/src/dcparser/dcField.cxx,109
DCSimpleParameter*,as_simple_parameter,P NM N,parameter,2,2,4,N,cloned_repositories/panda3d.git/direct/src/dcparser/dcParameter.cxx,110
DCSimpleParameter*,as_simple_parameter,P NM N,simple,1,1,4,NM,cloned_repositories/panda3d.git/direct/src/dcparser/dcParameter.cxx,110
DCSimpleParameter*,as_simple_parameter,P NM N,as,0,0,4,P,cloned_repositories/panda3d.git/direct/src/dcparser/dcParameter.cxx,110
void*,as_pointer,P N,pointer,1,2,4,N,cloned_repositories/panda3d.git/dtool/src/cppparser/cppExpression.cxx,111
void*,as_pointer,P N,as,0,0,4,P,cloned_repositories/panda3d.git/dtool/src/cppparser/cppExpression.cxx,111
int,kDiySignificandSize,PRE NM NM N,Size,3,2,1,N,cloned_repositories/panda3d.git/dtool/src/dtoolbase/pdtoa.cxx,112
int,kDiySignificandSize,PRE NM NM N,Diy,1,1,1,NM,cloned_repositories/panda3d.git/dtool/src/dtoolbase/pdtoa.cxx,112
int,kDiySignificandSize,PRE NM NM N,Significand,2,1,1,NM,cloned_repositories/panda3d.git/dtool/src/dtoolbase/pdtoa.cxx,112
int,kDiySignificandSize,PRE NM NM N,k,0,0,1,PRE,cloned_repositories/panda3d.git/dtool/src/dtoolbase/pdtoa.cxx,112
int,kDpSignificandSize,PRE NM NM N,Size,3,2,1,N,cloned_repositories/panda3d.git/dtool/src/dtoolbase/pdtoa.cxx,113
int,kDpSignificandSize,PRE NM NM N,Dp,1,1,1,NM,cloned_repositories/panda3d.git/dtool/src/dtoolbase/pdtoa.cxx,113
int,kDpSignificandSize,PRE NM NM N,Significand,2,1,1,NM,cloned_repositories/panda3d.git/dtool/src/dtoolbase/pdtoa.cxx,113
int,kDpSignificandSize,PRE NM NM N,k,0,0,1,PRE,cloned_repositories/panda3d.git/dtool/src/dtoolbase/pdtoa.cxx,113
uint64_t,kDpSignificandMask,PRE NM NM N,Mask,3,2,1,N,cloned_repositories/panda3d.git/dtool/src/dtoolbase/pdtoa.cxx,114
uint64_t,kDpSignificandMask,PRE NM NM N,Dp,1,1,1,NM,cloned_repositories/panda3d.git/dtool/src/dtoolbase/pdtoa.cxx,114
uint64_t,kDpSignificandMask,PRE NM NM N,Significand,2,1,1,NM,cloned_repositories/panda3d.git/dtool/src/dtoolbase/pdtoa.cxx,114
uint64_t,kDpSignificandMask,PRE NM NM N,k,0,0,1,PRE,cloned_repositories/panda3d.git/dtool/src/dtoolbase/pdtoa.cxx,114
string,server_and_port,N CJ N,and,1,1,3,CJ,cloned_repositories/panda3d.git/panda/src/downloader/httpClient.cxx,115
string,server_and_port,N CJ N,server,0,0,3,N,cloned_repositories/panda3d.git/panda/src/downloader/httpClient.cxx,115
string,server_and_port,N CJ N,port,2,2,3,N,cloned_repositories/panda3d.git/panda/src/downloader/httpClient.cxx,115
string,username_only,N VM,username,0,0,3,N,cloned_repositories/panda3d.git/panda/src/downloader/httpDigestAuthorization.cxx,116
string,username_only,N VM,only,1,2,3,VM,cloned_repositories/panda3d.git/panda/src/downloader/httpDigestAuthorization.cxx,116
void,set_server_and_port,V N CJ N,and,2,1,4,CJ,cloned_repositories/panda3d.git/panda/src/downloader/urlSpec.cxx,117
void,set_server_and_port,V N CJ N,server,1,1,4,N,cloned_repositories/panda3d.git/panda/src/downloader/urlSpec.cxx,117
void,set_server_and_port,V N CJ N,port,3,2,4,N,cloned_repositories/panda3d.git/panda/src/downloader/urlSpec.cxx,117
void,set_server_and_port,V N CJ N,set,0,0,4,V,cloned_repositories/panda3d.git/panda/src/downloader/urlSpec.cxx,117
ShaderContext*,prepare_now,V VM,prepare,0,0,4,V,cloned_repositories/panda3d.git/panda/src/gobj/shader.cxx,118
ShaderContext*,prepare_now,V VM,now,1,2,4,VM,cloned_repositories/panda3d.git/panda/src/gobj/shader.cxx,118
BoundingBox*,as_bounding_box,P NM N,box,2,2,4,N,cloned_repositories/panda3d.git/panda/src/mathutil/boundingVolume.cxx,119
BoundingBox*,as_bounding_box,P NM N,bounding,1,1,4,NM,cloned_repositories/panda3d.git/panda/src/mathutil/boundingVolume.cxx,119
BoundingBox*,as_bounding_box,P NM N,as,0,0,4,P,cloned_repositories/panda3d.git/panda/src/mathutil/boundingVolume.cxx,119
int,flag_true_if_should_convert,N NM CJ V V,if,2,1,5,CJ,cloned_repositories/panda3d.git/panda/src/pnmimagetypes/stb_image.h,120
int,flag_true_if_should_convert,N NM CJ V V,flag,0,0,5,N,cloned_repositories/panda3d.git/panda/src/pnmimagetypes/stb_image.h,120
int,flag_true_if_should_convert,N NM CJ V V,TRUE,1,1,5,NM,cloned_repositories/panda3d.git/panda/src/pnmimagetypes/stb_image.h,120
int,flag_true_if_should_convert,N NM CJ V V,should,3,1,5,V,cloned_repositories/panda3d.git/panda/src/pnmimagetypes/stb_image.h,120
int,flag_true_if_should_convert,N NM CJ V V,convert,4,2,5,V,cloned_repositories/panda3d.git/panda/src/pnmimagetypes/stb_image.h,120
double,as_of,P P,as,0,0,5,P,cloned_repositories/panda3d.git/panda/src/pstatclient/pStatCollector.h,121
double,as_of,P P,of,1,2,5,P,cloned_repositories/panda3d.git/panda/src/pstatclient/pStatCollector.h,121
int,_before_major,P N,major,1,2,1,N,cloned_repositories/panda3d.git/panda/src/putil/bamWriter.cxx,122
int,_before_major,P N,before,0,0,1,P,cloned_repositories/panda3d.git/panda/src/putil/bamWriter.cxx,122
int,_before_minor,P N,minor,1,2,1,N,cloned_repositories/panda3d.git/panda/src/putil/bamWriter.cxx,123
int,_before_minor,P N,before,0,0,1,P,cloned_repositories/panda3d.git/panda/src/putil/bamWriter.cxx,123
int,whichButton,DT N,which,0,0,3,DT,cloned_repositories/panda3d.git/panda/src/windisplay/winGraphicsWindow.cxx,124
int,whichButton,DT N,Button,1,2,3,N,cloned_repositories/panda3d.git/panda/src/windisplay/winGraphicsWindow.cxx,124
void*,scan_for_sliders,V P NPL,sliders,2,2,4,NPL,cloned_repositories/panda3d.git/pandatool/src/eggcharbase/eggCharacterCollection.cxx,125
void*,scan_for_sliders,V P NPL,for,1,1,4,P,cloned_repositories/panda3d.git/pandatool/src/eggcharbase/eggCharacterCollection.cxx,125
void*,scan_for_sliders,V P NPL,scan,0,0,4,V,cloned_repositories/panda3d.git/pandatool/src/eggcharbase/eggCharacterCollection.cxx,125
igraph_bool_t,only_indices,VM NPL,indices,1,2,5,NPL,cloned_repositories/rigraph.git/src/include/igraph_structural.h,126
igraph_bool_t,only_indices,VM NPL,only,0,0,5,VM,cloned_repositories/rigraph.git/src/include/igraph_structural.h,126
void,restore_degs_only,V N VM,degs,1,1,4,N,cloned_repositories/rigraph.git/src/vendor/cigraph/src/games/degree_sequence_vl/gengraph_graph_molloy_optimized.cpp,127
void,restore_degs_only,V N VM,restore,0,0,4,V,cloned_repositories/rigraph.git/src/vendor/cigraph/src/games/degree_sequence_vl/gengraph_graph_molloy_optimized.cpp,127
void,restore_degs_only,V N VM,only,2,2,4,VM,cloned_repositories/rigraph.git/src/vendor/cigraph/src/games/degree_sequence_vl/gengraph_graph_molloy_optimized.cpp,127
uint32_t,keep_when_true,V VM NM,TRUE,2,2,5,NM,cloned_repositories/rigraph.git/src/vendor/cigraph/src/graph/caching.h,128
uint32_t,keep_when_true,V VM NM,keep,0,0,5,V,cloned_repositories/rigraph.git/src/vendor/cigraph/src/graph/caching.h,128
uint32_t,keep_when_true,V VM NM,when,1,1,5,VM,cloned_repositories/rigraph.git/src/vendor/cigraph/src/graph/caching.h,128
int,num_ascnt,N P N,num,0,0,1,N,cloned_repositories/rigraph.git/src/vendor/cigraph/vendor/glpk/misc/relax4.h,129
int,num_ascnt,N P N,cnt,2,2,1,N,cloned_repositories/rigraph.git/src/vendor/cigraph/vendor/glpk/misc/relax4.h,129
int,num_ascnt,N P N,as,1,1,1,P,cloned_repositories/rigraph.git/src/vendor/cigraph/vendor/glpk/misc/relax4.h,129
int,as_within,P P,as,0,0,1,P,cloned_repositories/rigraph.git/src/vendor/cigraph/vendor/glpk/mpl/mpl.h,130
