TYPE,NAME,CONTEXT,LANGUAGE,FILE,LINE_NUMBER,SPLIT_IDENTIFIER,GRAMMAR_PATTERN
PN_stdfloat,_dist2,ATTRIBUTE,C++,cloned_repositories/panda3d.git/panda/src/collide/collisionHandlerQueue.cxx,40,dist 2,N D
bool,bForce16bpp,PARAMETER,C++,cloned_repositories/panda3d.git/panda/src/dxgsg9/wdxGraphicsPipe9.cxx,415,b Force 16 bpp,PRE V D N
GUID,DX7_DeviceGUID,ATTRIBUTE,C,cloned_repositories/panda3d.git/panda/src/dxgsg9/wdxGraphicsPipe9.h,90,DX7 Device GUID,NM NM N
Contents,contents2,PARAMETER,C++,cloned_repositories/panda3d.git/panda/src/gobj/geomVertexArrayFormat.cxx,94,contents 2,NPL D
NumericType,numeric_type3,PARAMETER,C++,cloned_repositories/panda3d.git/panda/src/gobj/geomVertexArrayFormat.cxx,121,numeric type 3,NM N D
LVecBase2d,get_data2d,FUNCTION,C++,cloned_repositories/panda3d.git/panda/src/gobj/geomVertexColumn.cxx,890,get data 2d,V N NM
LVecBase4d,get_data4d,FUNCTION,C++,cloned_repositories/panda3d.git/panda/src/gobj/geomVertexColumn.cxx,1097,get data 4d,V N NM
LVecBase4i,get_data4i,FUNCTION,C++,cloned_repositories/panda3d.git/panda/src/gobj/geomVertexColumn.cxx,1470,get data 4i,V N NM
void,set_data4d,FUNCTION,C++,cloned_repositories/panda3d.git/panda/src/gobj/geomVertexColumn.cxx,4141,set data 4d,V N NM
int,caps2,ATTRIBUTE,C++,cloned_repositories/panda3d.git/panda/src/gobj/texture.cxx,128,caps 2,N D
int,root1,ATTRIBUTE,C,cloned_repositories/panda3d.git/panda/src/mathutil/triangulator.h,92,root 1,N D
LVecBase4,bi0,DECLARATION,C++,cloned_repositories/panda3d.git/panda/src/parametrics/cubicCurveseg.cxx,180,bi 0,N D
PandaNode,node2,PARAMETER,C++,cloned_repositories/panda3d.git/panda/src/pgraph/sceneGraphReducer.cxx,493,node 2,N D
void,gl_M3_Inv,FUNCTION,C++,cloned_repositories/panda3d.git/panda/src/tinydisplay/zmath.cxx,222,gl M 3 Inv,PRE N D N
Point3,row2,DECLARATION,C++,cloned_repositories/panda3d.git/pandatool/src/maxegg/maxToEggConverter.cxx,451,row 2,N D
class,SortCollectorLabels1,CLASS,C++,cloned_repositories/panda3d.git/pandatool/src/pstatserver/pStatPianoRoll.cxx,297,Sort Collector Labels 1,V NM NPL D
class,SortCollectorLabels2,CLASS,C++,cloned_repositories/panda3d.git/pandatool/src/pstatserver/pStatStripChart.cxx,896,Sort Collector Labels 2,V NM NPL D
int,httperf2,FUNCTION,C++,cloned_repositories/proxygen.git/proxygen/httpclient/samples/httperf2/HTTPerf2.cpp,177,httperf 2,N D
auto,h2server,DECLARATION,C++,cloned_repositories/proxygen.git/proxygen/httpserver/samples/hq/HQServerModule.cpp,45,h 2 server,N D N
void,ptr2,PARAMETER,C++,cloned_repositories/proxygen.git/proxygen/lib/dns/Rfc6724.cpp,338,ptr 2,N D
void,ptr1,PARAMETER,C++,cloned_repositories/proxygen.git/proxygen/lib/dns/Rfc6724.cpp,338,ptr 1,N D
bool,isHTTP1_1,FUNCTION,C++,cloned_repositories/proxygen.git/proxygen/lib/http/HTTPMessage.cpp,335,is HTTP11,V N
int,vid1,PARAMETER,C,cloned_repositories/rigraph.git/src/core/cliques/glet.c,587,vid 1,N D
igraph_integer_t,distance12,PARAMETER,C,cloned_repositories/rigraph.git/src/core/community/community_misc.c,312,distance 12,N D
int,V1,ATTRIBUTE,C++,cloned_repositories/rigraph.git/src/core/community/walktrap/walktrap_graph.cpp,100,V 1,N D
int,V2,ATTRIBUTE,C++,cloned_repositories/rigraph.git/src/core/community/walktrap/walktrap_graph.cpp,101,V 2,N D
int,igraph_2wheap_init,FUNCTION,C,cloned_repositories/rigraph.git/src/core/core/indheap.c,794,igraph 2 w heap init,PRE D VM N V
int,igraph_i_get_subisomorphisms_vf2_inner,FUNCTION,C,cloned_repositories/rigraph.git/src/core/isomorphism/vf2.c,1662,igraph i get subisomorphisms vf 2 inner,PRE PRE V NPL N D NM
float,odx1,DECLARATION,C,cloned_repositories/rigraph.git/src/core/layout/davidson_harel.c,304,odx 1,N D
int,sum2,DECLARATION,C,cloned_repositories/rigraph.git/src/core/misc/graphicality.c,705,sum 2,N D
igraph_vector_t,edge_map2,PARAMETER,C,cloned_repositories/rigraph.git/src/include/igraph_operators.h,52,edge map 2,NM N D
igraph_vector_t,c_partition2,DECLARATION,C,cloned_repositories/rigraph.git/src/rinterface.c,5558,c partition 2,NM N D
igraph_integer_t,no_of_edges2,DECLARATION,C,cloned_repositories/rigraph.git/src/vendor/cigraph/src/constructors/prufer.c,65,no of edges 2,N P NPL D
igraph_vector_int_t,edge_color2,PARAMETER,C,cloned_repositories/rigraph.git/src/vendor/cigraph/src/isomorphism/vf2.c,709,edge color 2,NM N D
void,work1,ATTRIBUTE,C,cloned_repositories/rigraph.git/src/vendor/cigraph/vendor/glpk/api/mps.c,133,work 1,N D
Int,n_col2,PARAMETER,C,cloned_repositories/rigraph.git/src/vendor/cigraph/vendor/glpk/colamd/colamd.c,2214,n col 2,NM N D
double,rmu0,ATTRIBUTE,C,cloned_repositories/rigraph.git/src/vendor/cigraph/vendor/glpk/draft/glpipm.c,99,rmu 0,N D
int,str2int,FUNCTION,C,cloned_repositories/rigraph.git/src/vendor/cigraph/vendor/glpk/misc/str2int.c,51,str 2 int,N P N
int*,wclique1,FUNCTION,C,cloned_repositories/rigraph.git/src/vendor/cigraph/vendor/glpk/misc/wclique1.c,74,w clique 1,NM N D
CODE*,expression_7,FUNCTION,C,cloned_repositories/rigraph.git/src/vendor/cigraph/vendor/glpk/mpl/mpl1.c,2603,expression 7,N D
CODE*,expression_8,FUNCTION,C,cloned_repositories/rigraph.git/src/vendor/cigraph/vendor/glpk/mpl/mpl1.c,2631,expression 8,N D
double,fp_irand224,FUNCTION,C,cloned_repositories/rigraph.git/src/vendor/cigraph/vendor/glpk/mpl/mpl3.c,324,fp irand 224,NM N D
void*,error2,FUNCTION,C,cloned_repositories/rigraph.git/src/vendor/cigraph/vendor/glpk/mpl/mpl5.c,286,error 2,N D
void*,spx_nt_prod1,FUNCTION,C,cloned_repositories/rigraph.git/src/vendor/cigraph/vendor/glpk/simplex/spxat.c,143,spx nt prod 1,PRE NM N D
integer,lwk1,DECLARATION,C,cloned_repositories/rigraph.git/src/vendor/cigraph/vendor/lapack/dlaqr2.c,322,l wk 1,PRE N D
timespec,ts1,PARAMETER,C++,cloned_repositories/s3fs-fuse.git/src/cache.cpp,50,ts 1,N D
timespec,ts2,PARAMETER,C++,cloned_repositories/s3fs-fuse.git/src/cache.cpp,50,ts 2,N D
S3fsCurl,s3fscurl,DECLARATION,C++,cloned_repositories/s3fs-fuse.git/src/curl.cpp,1358,s3fs curl,PRE N
void*,insertV4Headers,FUNCTION,C++,cloned_repositories/s3fs-fuse.git/src/curl.cpp,2853,insert V 4 Headers,V N D NPL
const_iterator,str2_it,DECLARATION,C++,cloned_repositories/s3fs-fuse.git/src/s3fs_cred.cpp,868,str 2 it,N P N
string,str_iam_v2_token,DECLARATION,C++,cloned_repositories/s3fs-fuse.git/src/s3fs_cred.cpp,483,str iam v2 token,NM NM NM N
bool,SetIAMv2APIToken,FUNCTION,C++,cloned_repositories/s3fs-fuse.git/src/s3fs_cred.cpp,444,Set IAM v2 API Token,V NM NM NM N
bool,UpdateS3fsCredential,FUNCTION,C++,cloned_repositories/s3fs-fuse.git/src/s3fs_cred.cpp,91,Update S3fs Credential,V NM N
bool,ReadS3fsPasswdFile,FUNCTION,C++,cloned_repositories/s3fs-fuse.git/src/s3fs_cred.cpp,790,Read S3fs Passwd File,V NM NM N
fsblkcnt_t,ten00,DECLARATION,C++,cloned_repositories/s3fs-fuse.git/src/s3fs.cpp,4628,ten 00,D D
fuse_operations,s3fs_oper,DECLARATION,C++,cloned_repositories/s3fs-fuse.git/src/s3fs.cpp,5435,s3fs oper,PRE N
int*,s3fs_utimens,FUNCTION,C++,cloned_repositories/s3fs-fuse.git/src/s3fs.cpp,2460,s3fs utimens,PRE N
int*,s3fs_readlink,FUNCTION,C++,cloned_repositories/s3fs-fuse.git/src/s3fs.cpp,1057,s3fs read link,PRE NM N
int*,s3fs_truncate,FUNCTION,C++,cloned_repositories/s3fs-fuse.git/src/s3fs.cpp,2698,s3fs truncate,PRE V
void*,s3fs_init,FUNCTION,C++,cloned_repositories/s3fs-fuse.git/src/s3fs.cpp,4286,s3fs init,PRE V
void*,s3fs_exit_fuseloop,FUNCTION,C++,cloned_repositories/s3fs-fuse.git/src/s3fs.cpp,4276,s3fs exit fuse loop,PRE NM NM N
bool,DestroyUsr1Handler,FUNCTION,C++,cloned_repositories/s3fs-fuse.git/src/sighandlers.cpp,230,Destroy Usr 1 Handler,V N D N
class,SingularityS3UploaderFile,CLASS,Java,cloned_repositories/Singularity.git/SingularityBase/src/main/java/com/hubspot/singularity/SingularityS3UploaderFile.java,171,Singularity S3 Uploader File,PRE PRE NM N
double,taskReconciliationResponseP999,PARAMETER,Java,cloned_repositories/Singularity.git/SingularityBase/src/main/java/com/hubspot/singularity/SingularityTaskReconciliationStatistics.java,42,task Reconciliation Response P 999,NM NM NM N D
String,defaultS3Bucket,ATTRIBUTE,Java,cloned_repositories/Singularity.git/SingularityExecutorCleanup/src/main/java/com/hubspot/singularity/executor/cleanup/config/SingularityExecutorCleanupConfiguration.java,77,default S3 Bucket,NM NM N
S3Artifact,s3Artifact,ATTRIBUTE,Java,cloned_repositories/Singularity.git/SingularityS3Base/src/main/java/com/hubspot/singularity/s3/base/ArtifactDownloadRequest.java,12,s3 Artifact,NM N
boolean,s3UseV2Signing,ATTRIBUTE,Java,cloned_repositories/Singularity.git/SingularityS3Base/src/main/java/com/hubspot/singularity/s3/base/config/SingularityS3Configuration.java,66,s3 Use V2 Signing,NM V NM N
class,SingularityS3UploaderConfiguration,CLASS,Java,cloned_repositories/Singularity.git/SingularityS3Uploader/src/main/java/com/hubspot/singularity/s3uploader/config/SingularityS3UploaderConfiguration.java,248,Singularity S3 Uploader Configuration,PRE PRE NM N
class,SingularityS3UploaderContentHeaders,CLASS,Java,cloned_repositories/Singularity.git/SingularityS3Uploader/src/main/java/com/hubspot/singularity/s3uploader/config/SingularityS3UploaderContentHeaders.java,47,Singularity S3 Uploader Content Headers,PRE PRE NM NM NPL
class,SingularityS3Uploader,CLASS,Java,cloned_repositories/Singularity.git/SingularityS3Uploader/src/main/java/com/hubspot/singularity/s3uploader/SingularityS3Uploader.java,314,Singularity S3 Uploader,PRE PRE N
int,waitForS3LinksSeconds,ATTRIBUTE,Java,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/config/S3Configuration.java,20,wait For S3 Links Seconds,V P NM NM NPL
class,SingularityS3Service,CLASS,Java,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/helpers/SingularityS3Service.java,41,Singularity S3 Service,PRE PRE N
List,s3Services,ATTRIBUTE,Java,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/helpers/SingularityS3Services.java,8,s3 Services,PRE NPL
class,SingularityS3Services,CLASS,Java,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/helpers/SingularityS3Services.java,47,Singularity S3 Services,PRE PRE NPL
class,ReplaceES419LanguageFilter,CLASS,Java,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/jersey/ReplaceES419LanguageFilter.java,35,Replace ES419 Language Filter,V NM NM N
String,s3UploaderKeyPattern,DECLARATION,Java,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/mesos/SingularityMesosTaskBuilder.java,737,s3 Uploader Key Pattern,PRE NM NM N
Set,s3Buckets,DECLARATION,Java,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/resources/S3LogResource.java,457,s3 Buckets,PRE NPL
class,Bind2Module,CLASS,Java,cloned_repositories/Smack.git/smack-core/src/main/java/org/jivesoftware/smack/bind2/Bind2Module.java,49,Bind 2 Module,V D N
class,SLF4JDebuggerFactory,CLASS,Java,cloned_repositories/Smack.git/smack-debug-slf4j/src/main/java/org/jivesoftware/smackx/debugger/slf4j/SLF4JDebuggerFactory.java,36,SLF4J Debugger Factory,PRE NM N
int,rgb2,DECLARATION,Java,cloned_repositories/Smack.git/smack-jingle-old/src/main/java/org/jivesoftware/smackx/jingleold/mediaimpl/sshare/api/QuantizeFilter.java,118,rgb 2,N D
String,getB64Data,FUNCTION,Java,cloned_repositories/Smack.git/smack-openpgp/src/main/java/org/jivesoftware/smackx/ox/element/PubkeyElement.java,102,get B64 Data,V NM N
class,Java11WebSocket,CLASS,Java,cloned_repositories/Smack.git/smack-websocket-java11/src/main/java/org/jivesoftware/smack/websocket/java11/Java11WebSocket.java,108,Java11 Web Socket,PRE NM N
class,Java11WebSocketFactory,CLASS,Java,cloned_repositories/Smack.git/smack-websocket-java11/src/main/java/org/jivesoftware/smack/websocket/java11/Java11WebSocketFactory.java,30,Java11 Web Socket Factory,PRE NM NM N
class,Xpp3XmlPullParser,CLASS,Java,cloned_repositories/Smack.git/smack-xmlparser-xpp3/src/main/java/org/jivesoftware/smack/xml/xpp3/Xpp3XmlPullParser.java,300,Xpp3 Xml Pull Parser,PRE NM NM N
class,Xpp3XmlPullParserFactory,CLASS,Java,cloned_repositories/Smack.git/smack-xmlparser-xpp3/src/main/java/org/jivesoftware/smack/xml/xpp3/Xpp3XmlPullParserFactory.java,83,Xpp3 Xml Pull Parser Factory,PRE NM NM NM N
String,APPLICATION_INFO2,ATTRIBUTE,Java,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/resource/Default.java,41,APPLICATION INFO 2,NM N D
String,BLOCK_CONTACT_16x16,ATTRIBUTE,Java,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/resource/SparkRes.java,57,BLOCK CONTACT 16 x 16,NM N D P D
String,SAVE_AS_16x16,ATTRIBUTE,Java,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/resource/SparkRes.java,233,SAVE AS 16 x 16,V P D P D
String,MAIL_FORWARD_16x16,ATTRIBUTE,Java,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/resource/SparkRes.java,177,MAIL FORWARD 16 x 16,V N D P D
String,UNBLOCK_CONTACT_16x16,ATTRIBUTE,Java,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/resource/SparkRes.java,319,UNBLOCK CONTACT 16 x 16,V N D P D
Image,image1,PARAMETER,Java,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/spark/util/ImageCombiner.java,47,image 1,N D
String,CHAT_COBROWSE_IMAGE_24x24,ATTRIBUTE,Java,cloned_repositories/Spark.git/plugins/fastpath/src/main/java/org/jivesoftware/fastpath/resources/FastpathRes.java,251,CHAT COBROWSE IMAGE 24 x 24,NM NM N D P D
char,RFC3526_PRIME_4096,DECLARATION,C,cloned_repositories/toggldesktop.git/third_party/openssl/crypto/bn/bn_const.c,296,RFC3526 PRIME 4096,NM N D
int*,X509_set1_notBefore,FUNCTION,C,cloned_repositories/toggldesktop.git/third_party/openssl/crypto/x509/x509_set.c,75,X509 set1 not Before,PRE PRE DT P
_NXMapTable,_field37,ATTRIBUTE,C,cloned_repositories/toggldesktop.git/third_party/plcrashreporter/Tools/google-toolbox-for-mac-trunk-r582/XcodePlugin/XcodeHeaders/DevToolsCore.h,66,field 37,N D
int,_field63,ATTRIBUTE,C,cloned_repositories/toggldesktop.git/third_party/plcrashreporter/Tools/google-toolbox-for-mac-trunk-r582/XcodePlugin/XcodeHeaders/DevToolsCore.h,92,field 63,N D
int,_field4,ATTRIBUTE,C,cloned_repositories/toggldesktop.git/third_party/plcrashreporter/Tools/google-toolbox-for-mac-trunk-r582/XcodePlugin/XcodeHeaders/DevToolsCore.h,20,field 4,N D
void,sqlite3Fts3HashFind,DECLARATION,C,cloned_repositories/toggldesktop.git/third_party/poco/Data/SQLite/src/sqlite3.c,148473,sqlite3 Fts3 Hash Find,PRE PRE N V
int*,fts5MultiIterDoCompare,FUNCTION,C,cloned_repositories/toggldesktop.git/third_party/poco/Data/SQLite/src/sqlite3.c,196798,fts5 MultiIter Do Compare,PRE PRE V V
u8,p5Errmsg,PARAMETER,C,cloned_repositories/toggldesktop.git/third_party/poco/Data/SQLite/src/sqlite3.c,105766,p5 Err msg,NM NM N
Any,value6,PARAMETER,C++,cloned_repositories/toggldesktop.git/third_party/poco/Foundation/src/Format.cpp,371,value 6,N D
void,init2,FUNCTION,C++,cloned_repositories/toggldesktop.git/third_party/poco/Net/src/RawSocketImpl.cpp,63,init 2,N D
class,File2PageApp,CLASS,C++,cloned_repositories/toggldesktop.git/third_party/poco/PageCompiler/File2Page/src/File2Page.cpp,290,File 2 Page App,N P NM N
int,a3,DECLARATION,C,cloned_repositories/toggldesktop.git/third_party/poco/PDF/src/gzio.c,641,a 3,N D
class,Un7zipApp,CLASS,C++,cloned_repositories/toggldesktop.git/third_party/poco/SevenZip/samples/un7zip/src/un7zip.cpp,188,Un7zip App,V N
CLzmaEncProps,props2,PARAMETER,C,cloned_repositories/toggldesktop.git/third_party/poco/SevenZip/src/LzmaEnc.h,35,props 2,NPL D
Client_data,entry2,DECLARATION,C,cloned_repositories/toxcore.git/toxcore/DHT.c,663,entry 2,N D
sockaddr_in,sock4,DECLARATION,C,cloned_repositories/toxcore.git/toxcore/LAN_discovery.c,145,sock 4,N D
int*,handle_send_2,FUNCTION,C,cloned_repositories/toxcore.git/toxcore/onion.c,421,handle send 2,V N D
char,command2,DECLARATION,C,cloned_repositories/weechat.git/src/core/hook/wee-hook-command-run.c,105,command 2,N D
char,cmd1,PARAMETER,C,cloned_repositories/weechat.git/src/core/hook/wee-hook-command.c,538,cmd 1,N D
void,pointer1,PARAMETER,C,cloned_repositories/weechat.git/src/core/hook/wee-hook-command.c,578,pointer 1,N D
t_config_option,ptr_option1,DECLARATION,C,cloned_repositories/weechat.git/src/core/wee-doc.c,425,ptr option 1,NM N D
int*,network_pass_socks5proxy,FUNCTION,C,cloned_repositories/weechat.git/src/core/wee-network.c,594,network pass socks5 proxy,NM NM NM N
int*,string_base16_encode,FUNCTION,C,cloned_repositories/weechat.git/src/core/wee-string.c,3341,string base16 encode,N NM V
int*,string_base16_decode,FUNCTION,C,cloned_repositories/weechat.git/src/core/wee-string.c,3369,string base16 decode,N NM V
int,string_base32_decode,FUNCTION,C,cloned_repositories/weechat.git/src/core/wee-string.c,3517,string base32 decode,N NM V
void*,string_convbase64_8x3_to_6x4,FUNCTION,C,cloned_repositories/weechat.git/src/core/wee-string.c,3572,string conv base64 8 x 3 to 6 x 4,N V N D P D P D P D
void*,string_convbase64_6x4_to_8x3,FUNCTION,C,cloned_repositories/weechat.git/src/core/wee-string.c,3651,string conv base64 6 x 4 to 8 x 3,N V N D P D P D P D
char*,gui_mouse_event_code2key,FUNCTION,C,cloned_repositories/weechat.git/src/gui/curses/gui-curses-mouse.c,253,gui mouse event code 2 key,PRE PRE NM N P N
void,gui_nick_hash_sum_64,FUNCTION,C,cloned_repositories/weechat.git/src/gui/gui-nick.c,81,gui nick hash sum 64,PRE PRE NM N D
int,prefix_x1,ATTRIBUTE,C,cloned_repositories/weechat.git/src/gui/gui-window.h,35,prefix x 1,NM N D
int,description2,ATTRIBUTE,C,cloned_repositories/weechat.git/src/plugins/fset/fset-option.h,78,description 2,N D
int*,irc_color_convert_rgb2irc,FUNCTION,C,cloned_repositories/weechat.git/src/plugins/irc/irc-color.c,409,irc color convert rgb 2 irc,PRE PRE V N P N
t_irc_channel,ptr_channel2,DECLARATION,C,cloned_repositories/weechat.git/src/plugins/irc/irc-completion.c,103,ptr channel 2,NM N D
int*,irc_message_split_005,FUNCTION,C,cloned_repositories/weechat.git/src/plugins/irc/irc-message.c,1526,irc message split 005,PRE N V D
char*,plugin_api_info_color_rgb2term_cb,FUNCTION,C,cloned_repositories/weechat.git/src/plugins/plugin-api-info.c,762,plugin api info color rgb 2 term cb,PRE PRE PRE NM N P NM N
void*,plugin_script_str2ptr,FUNCTION,C,cloned_repositories/weechat.git/src/plugins/plugin-script.c,352,plugin script str 2 ptr,PRE PRE N P D
void*,relay_auth_parse_pbkdf2,FUNCTION,C,cloned_repositories/weechat.git/src/plugins/relay/relay-auth.c,212,relay auth parse pbkdf2,PRE PRE V N
uint32_t,count32,DECLARATION,C,cloned_repositories/weechat.git/src/plugins/relay/weechat/relay-weechat-msg.c,994,count 32,N D
char,chars1,PARAMETER,C,cloned_repositories/weechat.git/src/plugins/trigger/trigger-callback.c,332,chars 1,NPL D
stnode_t,st_arg2,PARAMETER,C,cloned_repositories/wireshark.git/epan/dfilter/semcheck.c,50,st arg 2,NM N D
guint32,Server1,ATTRIBUTE,C,cloned_repositories/wireshark.git/epan/dissectors/packet-afs.c,133,Server 1,N D
guint32,u32Pointer,DECLARATION,C,cloned_repositories/wireshark.git/epan/dissectors/packet-dcom-oxid.c,199,u32 Pointer,NM N
void,dof_reg_handoff_dpp_0,FUNCTION,C,cloned_repositories/wireshark.git/epan/dissectors/packet-dof.c,11220,dof reg handoff dpp 0,PRE V NM N D
class,Iax2AnalysisTreeWidgetItem,CLASS,C++,cloned_repositories/wireshark.git/ui/qt/iax2_analysis_dialog.cpp,183,Iax2 Analysis Tree Widget Item,PRE NM NM NM N
guint8,ip6r0_slmap,ATTRIBUTE,C,cloned_repositories/wireshark.git/wsutil/inet_ipv6.h,62,ip6r0 slmap,PRE N
List,subtypes1,DECLARATION,Java,drill.git/common/src/main/java/org/apache/drill/common/types/Types.java,897,subtypes 1,NPL D
MajorType,type2,PARAMETER,Java,drill.git/common/src/main/java/org/apache/drill/common/types/Types.java,861,type 2,N D
void,buildSchemaFor2DimensionalDataset,FUNCTION,Java,drill.git/contrib/format-hdf5/src/main/java/org/apache/drill/exec/store/hdf5/HDF5BatchReader.java,303,build Schema For 2Dimensional Dataset,V N P NM N
int,processIpV6Packet,FUNCTION,Java,drill.git/contrib/format-pcapng/src/main/java/org/apache/drill/exec/store/pcap/decoder/Packet.java,496,process IpV6 Packet,V NM N
int,ENCAPSULATING_SECURITY_V6,ATTRIBUTE,Java,drill.git/contrib/format-pcapng/src/main/java/org/apache/drill/exec/store/pcap/decoder/PacketConstants.java,42,ENCAPSULATING SECURITY V6,NM N NM
int,DESTINATION_OPTIONS_V6,ATTRIBUTE,Java,drill.git/contrib/format-pcapng/src/main/java/org/apache/drill/exec/store/pcap/decoder/PacketConstants.java,38,DESTINATION OPTIONS V6,NM NPL NM
QueryId,q1,PARAMETER,C++,drill.git/contrib/native/client/src/clientlib/drillClientImpl.hpp,485,q 1,N D
QueryId,q2,PARAMETER,C++,drill.git/contrib/native/client/src/clientlib/drillClientImpl.hpp,485,q 2,N D
ConvertSupport,cs2,PARAMETER,C++,drill.git/contrib/native/client/src/clientlib/metadata.hpp,173,cs 2,N D
