SPLIT_IDENTIFIER,WORD,NORMALIZED_POSITION,MAXPOSITION,CONTEXT_NUMBER,POSITION,LANGUAGE,LAST_LETTER,NLTK_POS,VERB_SCORE,DET_SCORE,PREP_SCORE,CONJ_SCORE,PREPOSITION,DETERMINER,ENGLISHV_SCORE,CONTAINSLISTVERB,ENGLISHN_SCORE,METHODN_SCORE,METHODV_SCORE,CODEPRE_SCORE,METHODPRE_SCORE,ENGLISHPRE_SCORE,CONTAINSDIGIT,CONTAINSCLOSEDSET,SECOND_LAST_LETTER,FLAIR_POS
sqlite3 Fts3 Seg Reader Free,seg,1,5,3,2,0,103,8,0.2162347882986068,0.1731710880994796,0.1909899711608886,0.1731710880994796,0,0,0.2372469455003738,0,0.1862580627202987,0.3690748214721679,0.3024903535842895,0.2874646186828613,0.0370337553322315,0.289077490568161,False,False,101,NN NNP NNP NN JJ
prefix x 1,1,2,3,1,2,0,49,1,-0.1175634488463401,-0.0854693725705146,-0.0718195587396621,-0.0854693725705146,0,0,0.01401346642524,0,0.0179021935909986,0.0,0.0,0.2179060727357864,0.0,0.7723382711410522,True,False,49,NN SYM CD
eglew Create Platform Window Surface,surface,2,5,1,4,0,101,8,0.5643600821495056,0.4474019706249237,0.5797176361083984,0.4474019706249237,0,0,0.3075418770313263,0,0.2213874012231826,0.2701842188835144,0.2365485429763794,0.1575699746608734,0.1402380615472793,-0.0687302127480506,False,False,99,NN VB NN NN NN
Handle If,if,2,2,4,1,3,102,3,0.5047979950904846,0.7842724323272705,0.5414674282073975,0.7842724323272705,0,0,0.2277355343103408,0,0.1872559785842895,0.3070934414863586,0.2157370448112487,-0.0786758214235305,0.1250667870044708,0.1284497529268264,False,False,105,VB IN
m Line Dash Offset,dash,1,4,1,2,3,104,8,0.4975665509700775,0.3377404808998108,0.4249204397201538,0.3377404808998108,0,0,0.340135782957077,0,0.3276867270469665,0.4896270632743835,0.3246267139911651,0.0605234540998935,0.0569729171693325,0.1051206886768341,False,False,115,UH NN NN NN
as V,as,0,2,3,0,3,115,3,0.497831642627716,0.7099723815917969,0.6067940592765808,0.7099723815917969,1,0,0.2596551477909088,0,0.2822450697422027,0.0386137664318084,0.065761387348175,0.2709118723869324,-0.0531573891639709,-0.0133075769990682,False,False,97,IN NN
m zoom Controller,controller,2,3,1,2,3,114,8,0.5165266394615173,0.4294626116752624,0.4741607010364532,0.4294626116752624,0,0,0.3406676948070526,0,0.2579008638858795,0.2854267358779907,0.2125148326158523,0.1394897103309631,0.0854771807789802,-0.1019042134284973,False,False,101,UH NN NN
last script,last,0,2,1,0,0,116,4,0.6068373322486877,0.626768171787262,0.6532617807388306,0.626768171787262,0,1,0.285684585571289,1,0.2330861687660217,-0.1191553175449371,-0.0588632859289646,0.1275923997163772,0.0313687659800052,-0.1062425374984741,False,False,115,JJ NN
Keras Zero Padding 1D,padding,1,4,2,2,3,103,16,0.402075707912445,0.3369401097297668,0.4154915511608124,0.3369401097297668,0,0,0.200073093175888,0,0.141397625207901,0.2329150289297104,0.1115680113434791,-0.0695319175720214,0.0797401666641235,-0.0119947148486971,False,False,110,NNP CD NN CD
convex Shapes,shapes,2,2,5,1,0,115,9,0.5124284029006958,0.4591065347194671,0.4868820607662201,0.4591065347194671,0,0,0.2820075750350952,0,0.2753447890281677,0.4970806539058685,0.2706898748874664,0.1660588234663009,-0.0147155756130814,-0.0355952978134155,False,False,101,NN NNS
D3D11 Unsupported Gpu Program,d3d11,0,4,2,0,2,49,8,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,49,NNP NNP NNP NN
x 8,8,2,2,1,1,0,56,1,-0.0964168012142181,-0.0490897186100482,-0.0272262021899223,-0.0490897186100482,0,0,-0.0098768090829253,0,-0.0202653724700212,0.0,0.0,0.1442908346652984,0.0,0.7493893504142761,True,False,56,SYM CD
out Push Id,push,1,3,5,1,2,104,8,0.7140880823135376,0.4886561036109924,0.5747774839401245,0.4886561036109924,0,0,0.2958854436874389,1,0.1829535514116287,-0.0689919665455818,-0.0099526718258857,0.0723997801542282,0.0652303323149681,-0.058109700679779,False,False,115,RP NNP NN
waiting List,list,2,2,5,1,3,116,8,0.5932698249816895,0.5219033360481262,0.5424788594245911,0.5219033360481262,0,0,0.3291007876396179,1,0.3089316785335541,-0.0631524473428726,-0.0729338526725769,0.3574405610561371,0.0470555201172828,-0.0826867297291755,False,False,115,VBG NNP
move RBT surgeon,rbt,1,3,1,1,3,116,8,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-0.2213562428951263,0.0,0.0,False,False,98,VB NNP NN
some Reference,some,0,2,1,0,3,101,2,0.654224157333374,0.6660624146461487,0.6919950246810913,0.6660624146461487,0,1,0.2632710039615631,0,0.1662154048681259,0.2098678350448608,0.1835414916276931,0.185376763343811,0.1163373067975044,-0.1025639623403549,False,False,109,DT NN
token Data,data,2,2,3,1,3,97,9,0.5200356841087341,0.4339498579502105,0.4586944878101349,0.4339498579502105,0,0,0.2915828824043274,0,0.2833558022975921,-0.0607527047395706,0.0304912701249122,0.1752039343118667,0.0927122384309768,-0.0659162998199462,False,False,116,JJ NNP
Controller Value,value,2,2,2,1,2,101,8,0.5872042775154114,0.4980827271938324,0.522193968296051,0.4980827271938324,0,0,0.2776913940906524,1,0.2715309858322143,-0.1731266975402832,-0.0764138400554657,0.2220902889966964,0.0420494191348552,0.0207217838615179,False,False,117,NN NNP
next Local,next,0,2,1,0,3,116,4,0.5643186569213867,0.5692675709724426,0.6541454792022705,0.5692675709724426,0,1,0.2708970606327057,0,0.1912891119718551,-0.2188187539577484,-0.192200094461441,0.1583672612905502,-0.0067186928354203,-0.0860680043697357,False,False,120,RB JJ
ID LUMNINANCE MIN,min,2,3,1,2,0,110,8,0.3194994628429413,0.2737525999546051,0.3255439102649688,0.2737525999546051,0,0,0.1815538257360458,0,0.1893104314804077,-0.0348695330321788,-0.0950390323996543,0.2159787863492965,0.1455821692943573,0.244521290063858,False,False,105,NN NNP NNP
is Conscrypt Preferred,conscrypt,1,3,4,1,3,116,8,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,112,VBZ NNP VBN
SET GROUP NAME 1,group,1,4,1,1,3,112,8,0.512140154838562,0.4869163632392883,0.519285261631012,0.4869163632392883,0,0,0.3052020072937011,0,0.3187244832515716,0.023788945749402,0.0155204720795154,0.2343367338180542,0.1426610052585601,-0.101448580622673,True,False,117,NN NN NN CD
next,next,0,1,1,0,2,116,4,0.5643186569213867,0.5692675709724426,0.6541454792022705,0.5692675709724426,0,1,0.2708970606327057,0,0.1912891119718551,-0.2188187539577484,-0.192200094461441,0.1583672612905502,-0.0067186928354203,-0.0860680043697357,False,True,120,RB
limit 0 Query,query,2,3,3,2,3,121,8,0.505778431892395,0.4077253341674804,0.4093641936779022,0.4077253341674804,0,0,0.3768755197525024,0,0.2908941805362701,-0.0834124758839607,-0.0268134623765945,0.186777576804161,-0.0124237714335322,-0.0440871752798557,True,False,114,NN NFP NNP
out Name Index,index,2,3,3,2,3,120,8,0.4711067974567413,0.3356606364250183,0.3905889093875885,0.3356606364250183,0,0,0.2341277748346328,0,0.2508496046066284,-0.1424120664596557,-0.0878286063671112,0.2812088429927826,0.1542724370956421,-0.0243396461009979,False,False,101,RB NNP NNP
gui input search next,gui,0,4,4,0,0,105,8,0.2918405532836914,0.240318089723587,0.2339327037334442,0.240318089723587,0,0,0.2887397706508636,0,0.2356790453195572,0.0,0.0,0.0987498387694358,0.0,0.132464200258255,False,True,117,NN NN NN RB
get data 4d,data,1,3,4,1,2,97,9,0.5200356841087341,0.4339498579502105,0.4586944878101349,0.4339498579502105,0,0,0.2915828824043274,0,0.2833558022975921,-0.0607527047395706,0.0304912701249122,0.1752039343118667,0.0927122384309768,-0.0659162998199462,False,False,116,VB NNS NN
on Response Content,on,0,3,4,0,3,110,3,0.587739109992981,0.5962710976600647,0.79868084192276,0.5962710976600647,1,0,0.2116777896881103,0,0.1800267994403839,0.0191631689667701,-0.0151157872751355,0.082721009850502,0.0831625834107399,-0.11019117385149,False,False,111,IN NN NN
from,from,0,1,5,0,2,109,3,0.5522618293762207,0.5790260434150696,0.8053878545761108,0.5790260434150696,1,0,0.2068199962377548,0,0.1673191040754318,0.0005594417452812,0.0369082018733024,0.2412052303552627,0.0370722003281116,-0.1154086738824844,False,True,111,IN
C At Background Color,c,0,4,2,0,2,99,9,-0.095213882625103,-0.047060914337635,-0.0828895568847656,-0.047060914337635,0,0,0.0180561896413564,0,0.0205319505184888,-0.0386292114853858,-0.0179265532642602,0.551260232925415,0.4815499782562256,0.8849775195121765,False,False,99,NN IN NN NN
get Binary Side,side,2,3,4,2,2,101,8,0.609688401222229,0.5458035469055176,0.663082480430603,0.5458035469055176,0,0,0.2946770489215851,0,0.2324770241975784,0.2749632000923157,0.1497813761234283,0.2273926585912704,0.1264097541570663,-0.1296068578958511,False,False,100,VB NNP NNP
from Header,from,0,2,1,0,3,109,3,0.5522618293762207,0.5790260434150696,0.8053878545761108,0.5790260434150696,1,0,0.2068199962377548,0,0.1673191040754318,0.0005594417452812,0.0369082018733024,0.2412052303552627,0.0370722003281116,-0.1154086738824844,False,False,111,IN NNP
order With,order,0,2,3,0,3,114,8,0.6391480565071106,0.5445587635040283,0.565049409866333,0.5445587635040283,0,0,0.3380660712718963,1,0.2828917801380157,-0.0125204473733901,0.0082343481481075,0.1524966806173324,0.1511478722095489,-0.0942950323224067,False,False,101,NN IN
no dig delay timer,timer,2,4,1,3,2,114,8,0.4335342049598694,0.383400946855545,0.3865892291069031,0.383400946855545,0,0,0.3085295557975769,0,0.180903673171997,0.2412288784980774,0.1325250566005706,0.2151010930538177,0.0815192237496376,0.0533529333770275,False,False,101,DT NN NN NN
type 2,type,0,2,5,0,3,101,8,0.5841405391693115,0.492459088563919,0.4904773533344269,0.492459088563919,0,0,0.3618369102478027,0,0.3988646566867828,-0.1120213642716407,-0.041724719107151,0.2128151804208755,0.0030108662322163,-0.0103895599022507,True,False,112,NN CD
clang Can Ty,can,1,3,3,1,2,110,7,0.6748734712600708,0.6068545579910278,0.4809751808643341,0.6068545579910278,0,0,0.2588907778263092,0,0.1865817606449127,0.3685701489448547,0.2396418750286102,0.0349789150059223,0.0536708459258079,0.0253743063658475,False,False,97,NN MD NNP
File Path Filter,file,0,3,2,0,3,101,8,0.5755000114440918,0.4520679116249084,0.4748342633247375,0.4520679116249084,0,0,0.3182840645313263,1,0.3086840808391571,0.0516166798770427,0.0872952342033386,0.3227256238460541,0.0816152170300483,-0.0586663074791431,False,False,108,NN NN NN
last time critical,last,0,3,1,0,0,116,4,0.6068373322486877,0.626768171787262,0.6532617807388306,0.626768171787262,0,1,0.285684585571289,1,0.2330861687660217,-0.1191553175449371,-0.0588632859289646,0.1275923997163772,0.0313687659800052,-0.1062425374984741,False,False,115,JJ NN JJ
to Schema,to,0,2,4,0,3,111,13,0.7179856896400452,0.608247697353363,0.7304670810699463,0.608247697353363,1,0,0.2719946205615997,0,0.1864666491746902,0.0445503666996955,0.0361546128988266,0.2124986797571182,0.0713766515254974,-0.0714837536215782,False,False,116,IN NNP
OF 1515,of,0,2,2,0,3,102,3,0.5373708605766296,0.5476558208465576,0.7043977379798889,0.5476558208465576,1,0,0.1924609988927841,0,0.1973623782396316,0.0934278964996337,0.0652143135666847,0.3582210540771484,0.0675896555185318,-0.0539613701403141,True,False,111,IN CD
print Features Up to,features,1,4,1,1,3,115,9,0.5554177761077881,0.5049514770507812,0.5164499282836914,0.5049514770507812,0,0,0.2847818434238434,0,0.2513453364372253,0.202027827501297,0.1073730587959289,-0.0573343895375728,-0.020981291308999,-0.1802540570497512,False,True,101,NN VBZ RP IN
on reason,on,0,2,1,0,0,110,3,0.587739109992981,0.5962710976600647,0.79868084192276,0.5962710976600647,1,0,0.2116777896881103,0,0.1800267994403839,0.0191631689667701,-0.0151157872751355,0.082721009850502,0.0831625834107399,-0.11019117385149,False,False,111,IN NN
param upgraded pad,pad,2,3,5,2,2,100,8,0.4604295194149017,0.2965182960033417,0.3934619724750519,0.2965182960033417,0,0,0.2479564994573593,0,0.2251034528017044,0.1192145943641662,0.1047643050551414,0.1204605251550674,0.0857242867350578,0.0429059565067291,False,False,97,NN VBN NN
next Element,element,2,2,1,1,3,116,8,0.5485913157463074,0.5101295113563538,0.4996742904186249,0.5101295113563538,0,0,0.4425072073936462,0,0.4392805099487304,-0.0419515967369079,-0.0171669460833072,0.1729991734027862,0.1255718767642974,-0.0017445271369069,False,False,110,JJ NNP
T 1 Prepare Mun map Code,map,1,6,4,4,2,112,8,0.5275279879570007,0.4328161180019378,0.491039901971817,0.4328161180019378,0,0,0.28079554438591,0,0.2575334906578064,-0.1534519791603088,-0.0746730417013168,0.3096340596675873,0.0977493748068809,-0.0478582344949245,True,False,97,NN CD NN NN NN NN
current Invocation,invocation,2,2,5,1,3,110,8,0.4413280785083771,0.3424219787120819,0.3879871666431427,0.3424219787120819,0,0,0.2648234367370605,0,0.2346476465463638,0.3616308271884918,0.3224562704563141,0.1452013105154037,0.1079008430242538,-0.0472540035843849,False,False,111,JJ NN
decimal 38 Dense,decimal,0,3,4,0,3,108,8,0.3810159564018249,0.3487502634525299,0.3891640603542328,0.3487502634525299,0,0,0.2410149723291397,0,0.2435795068740844,0.3638212084770202,0.2055781185626983,0.0894944220781326,0.133795365691185,0.0711714997887611,True,False,97,NN CD JJ
equals Offset,offset,2,2,3,1,3,116,8,0.5798848867416382,0.4407728314399719,0.5119983553886414,0.4407728314399719,0,0,0.2467081844806671,0,0.1781658679246902,0.0329674035310745,0.0299890451133251,0.3166488707065582,0.0149656133726239,-0.0251510851085186,False,False,101,VBZ NN
save Every Since Last,last,2,4,1,3,3,116,4,0.6068373322486877,0.626768171787262,0.6532617807388306,0.626768171787262,0,1,0.285684585571289,1,0.2330861687660217,-0.1191553175449371,-0.0588632859289646,0.1275923997163772,0.0313687659800052,-0.1062425374984741,False,False,115,VB DT IN JJ
m 23,23,2,2,1,1,2,51,1,0.1961889714002609,0.2803185880184173,0.3495880961418152,0.2803185880184173,0,0,0.0267821978777647,0,0.073872335255146,0.0,0.0,0.2364955842494964,0.0,0.1543765366077423,True,False,50,NN CD
Get Related View Data Row Double,data,1,6,4,3,3,97,9,0.5200356841087341,0.4339498579502105,0.4586944878101349,0.4339498579502105,0,0,0.2915828824043274,0,0.2833558022975921,-0.0607527047395706,0.0304912701249122,0.1752039343118667,0.0927122384309768,-0.0659162998199462,False,False,116,VB JJ NN NNS NN JJ
propagate when not up,when,1,4,4,1,0,110,22,0.4965597093105316,0.7692967057228088,0.5916271209716797,0.7692967057228088,0,0,0.2404284179210662,0,0.2012420892715454,0.087411031126976,0.1674214452505111,0.1917411088943481,0.0455210916697979,0.0452045425772666,False,True,101,NN WRB RB RB
ovsdb atom string create no copy,string,1,6,4,2,0,103,8,0.5037034749984741,0.4052404463291168,0.4669035375118255,0.4052404463291168,0,0,0.3368243873119354,0,0.2798127830028534,-0.0182490479201078,0.0289298929274082,0.3264534175395965,0.1490854322910308,0.0196416098624467,False,False,110,NNP NN NN VBP DT NN
Mask Components,components,2,2,2,1,2,115,9,0.5295846462249756,0.4771823287010193,0.4998963475227356,0.4771823287010193,0,0,0.2966001033782959,0,0.2952411770820617,0.2634715735912323,0.1356318891048431,0.0613056793808937,-0.0193447396159172,-0.1129541248083114,False,False,116,NNP NNS
all Streams Finished,finished,2,3,4,2,3,100,17,0.5475085973739624,0.5407977104187012,0.5617443919181824,0.5407977104187012,0,0,0.2539399862289428,0,0.191114917397499,-0.1191907972097396,-0.072151780128479,0.1187572702765464,-0.0085231522098183,-0.10856294631958,False,False,101,DT NNS VBD
Web Socket Listener,socket,1,3,2,1,3,116,8,0.3675277531147003,0.2829876542091369,0.3482049405574798,0.2829876542091369,0,0,0.2834316492080688,0,0.2351463437080383,0.1071720868349075,0.1389465928077697,0.1283445656299591,-0.0073366337455809,0.0144669916480779,False,False,101,NN NN NN
s3fs oper,oper,2,2,3,1,2,114,8,0.5922226309776306,0.4755291938781738,0.5650776624679565,0.4755291938781738,0,0,0.355609118938446,0,0.3276262581348419,0.3250407576560974,0.2788335680961609,0.2179787456989288,0.0936588421463966,-0.0368385314941406,False,False,101,NNS RB
original Set,original,0,2,5,0,3,108,4,0.5258890390396118,0.4831488728523254,0.5576940774917603,0.4831488728523254,0,0,0.2885494232177734,0,0.2553054988384247,0.3416205644607544,0.1623935550451278,0.1733968704938888,0.1000533476471901,-0.1507060676813125,False,False,97,JJ NN
get Diffuse Colour,diffuse,1,3,4,1,3,101,8,0.5829451680183411,0.4149506986141205,0.4798460602760315,0.4149506986141205,0,0,0.2732480764389038,0,0.2330404072999954,0.2635509073734283,0.1192805022001266,-0.134545162320137,0.0877931267023086,-0.0955912768840789,False,False,115,VB NNP NNP
Layer Parameter,layer,0,2,2,0,2,114,8,0.4266724288463592,0.3397881984710693,0.4068684577941894,0.3397881984710693,0,0,0.2881234884262085,0,0.205815702676773,0.2221545726060867,0.2001387625932693,0.2442502081394195,0.1771510541439056,-0.0186656434088945,False,False,101,NNP NNP
glew Render Mode,glew,0,3,1,0,3,119,8,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,101,VB NNP NNP
joint Start,start,2,2,3,1,2,116,8,0.7021664977073669,0.5741894245147705,0.6334749460220337,0.5741894245147705,0,0,0.298395961523056,1,0.2376355081796646,-0.2259152233600616,-0.1508699357509613,0.184361457824707,-0.0144685208797454,-0.0430409461259841,False,False,114,JJ NNP
Dispatch Paint Mask,dispatch,0,3,2,0,2,104,8,0.6008843183517456,0.4205942451953888,0.4855640232563019,0.4205942451953888,0,0,0.3093494474887848,0,0.2776191532611847,-0.0819326639175415,-0.0914066359400749,0.0292225573211908,-0.1189830154180526,-0.0856800973415374,False,False,99,NN NN NNP
OF Android Object,of,0,3,2,0,3,102,3,0.5373708605766296,0.5476558208465576,0.7043977379798889,0.5476558208465576,1,0,0.1924609988927841,0,0.1973623782396316,0.0934278964996337,0.0652143135666847,0.3582210540771484,0.0675896555185318,-0.0539613701403141,False,False,111,IN NNP NNP
to write,write,2,2,3,1,2,101,8,0.6900298595428467,0.5288181304931641,0.5041552782058716,0.5288181304931641,0,0,0.3650168180465698,1,0.2636532783508301,-0.1830156296491623,-0.1835553050041198,0.0364378541707992,0.013151473365724,0.0463712103664875,False,False,116,TO VB
all Options,options,2,2,3,1,3,115,9,0.5038903951644897,0.4787189066410064,0.4741159379482269,0.4787189066410064,0,0,0.2605705559253692,0,0.1655028164386749,0.0222435034811496,0.0752904117107391,0.0862409546971321,0.0939423143863678,-0.0870412215590477,False,False,110,DT NNS
inet Socket Address,socket,1,3,1,1,3,116,8,0.3675277531147003,0.2829876542091369,0.3482049405574798,0.2829876542091369,0,0,0.2834316492080688,0,0.2351463437080383,0.1071720868349075,0.1389465928077697,0.1283445656299591,-0.0073366337455809,0.0144669916480779,False,False,101,NNP NNP NN
value 6,value,0,2,5,0,2,101,8,0.5872042775154114,0.4980827271938324,0.522193968296051,0.4980827271938324,0,0,0.2776913940906524,1,0.2715309858322143,-0.1731266975402832,-0.0764138400554657,0.2220902889966964,0.0420494191348552,0.0207217838615179,True,False,117,NN CD
cause Matcher,cause,0,2,5,0,3,101,8,0.7134063839912415,0.6269350051879883,0.5986621975898743,0.6269350051879883,0,0,0.3392101526260376,1,0.2661753594875335,0.2672713994979858,0.2279636561870575,0.0796928331255912,0.1332002729177475,-0.135404959321022,False,False,115,IN NNP
Pass Machine Instructions,pass,0,3,5,0,0,115,8,0.7039569616317749,0.5157692432403564,0.5865402221679688,0.5157692432403564,0,0,0.3480872213840484,1,0.2303172200918197,0.071589171886444,0.1149449869990348,0.1335006207227707,0.095561109483242,-0.0904490128159523,False,False,115,NNP NNP NNS
Http1 Exchange Codec,http1,0,3,2,0,3,49,8,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,112,NNP NNP NNP
D obj Points,d,0,3,2,0,0,100,8,-0.0755955204367637,-0.0459692552685737,-0.1075668856501579,-0.0459692552685737,0,0,-0.0200478564947843,0,0.0129847694188356,-0.2221132814884185,-0.1282731294631958,0.4668594598770141,0.3963105678558349,0.8798684477806091,False,False,100,NN IN NNS
